"","Name","Type","Magnitude","Distance","Constellation","RA","DEC","Other.Names","dec_n","ra_n","script"
"4581","NGC 4581","Galaxy","12.4",125.184,"Virgo","12h38m","+01°28'","",1.46666666666667,189.5,"planetarium.addPointer({
    'ra':  189.5 ,
    'dec':  1.46666666666667 ,
    'label': ' NGC 4581 ',
    'colour': ' rgb(255,0,0) '});"
"4585","NGC 4585","Galaxy","14.2",340.833,"Coma Berenices","12h38m","+28°56'","",28.9333333333333,189.5,"planetarium.addPointer({
    'ra':  189.5 ,
    'dec':  28.9333333333333 ,
    'label': ' NGC 4585 ',
    'colour': ' rgb(255,0,0) '});"
"4586","NGC 4586","Galaxy","11.6",53.301,"Virgo","12h38m","+04°19'","",4.31666666666667,189.5,"planetarium.addPointer({
    'ra':  189.5 ,
    'dec':  4.31666666666667 ,
    'label': ' NGC 4586 ',
    'colour': ' rgb(255,0,0) '});"
"4587","NGC 4587","Galaxy","13.8",59.658,"Virgo","12h38m","+02°39'","",2.65,189.5,"planetarium.addPointer({
    'ra':  189.5 ,
    'dec':  2.65 ,
    'label': ' NGC 4587 ',
    'colour': ' rgb(255,0,0) '});"
"4588","NGC 4588","Galaxy","15.0",249.716,"Virgo","12h38m","+06°46'","",6.76666666666667,189.5,"planetarium.addPointer({
    'ra':  189.5 ,
    'dec':  6.76666666666667 ,
    'label': ' NGC 4588 ',
    'colour': ' rgb(255,0,0) '});"
"4592","NGC 4592","Galaxy","11.9",37.816,"Virgo","12h39m","-00°31'","",0.516666666666667,189.75,"planetarium.addPointer({
    'ra':  189.75 ,
    'dec':  0.516666666666667 ,
    'label': ' NGC 4592 ',
    'colour': ' rgb(255,0,0) '});"
"4594","NGC 4594","Galaxy","8.6",49.975148,"Virgo","12h39m","-11°37'","Sombrero Galaxy, M 104",-10.3833333333333,189.75,"planetarium.addPointer({
    'ra':  189.75 ,
    'dec':  -10.3833333333333 ,
    'label': ' NGC 4594 ',
    'colour': ' rgb(255,0,0) '});"
"4597","NGC 4597","Galaxy","12.9",33.415,"Virgo","12h40m","-05°47'","",-4.21666666666667,190,"planetarium.addPointer({
    'ra':  190 ,
    'dec':  -4.21666666666667 ,
    'label': ' NGC 4597 ',
    'colour': ' rgb(255,0,0) '});"
"4598","NGC 4598","Galaxy","13.5",88.672,"Virgo","12h40m","+08°23'","",8.38333333333333,190,"planetarium.addPointer({
    'ra':  190 ,
    'dec':  8.38333333333333 ,
    'label': ' NGC 4598 ',
    'colour': ' rgb(255,0,0) '});"
"4600","NGC 4600","Galaxy","13.3",26.569,"Virgo","12h40m","+03°07'","",3.11666666666667,190,"planetarium.addPointer({
    'ra':  190 ,
    'dec':  3.11666666666667 ,
    'label': ' NGC 4600 ',
    'colour': ' rgb(255,0,0) '});"
"4602","NGC 4602","Galaxy","11.8",110.514,"Virgo","12h40m","-05°07'","",-4.88333333333333,190,"planetarium.addPointer({
    'ra':  190 ,
    'dec':  -4.88333333333333 ,
    'label': ' NGC 4602 ',
    'colour': ' rgb(255,0,0) '});"
"4603","NGC 4603","Galaxy","13.2",111.492,"Centaurus","12h42m","-40°49'","",-39.1833333333333,190.5,"planetarium.addPointer({
    'ra':  190.5 ,
    'dec':  -39.1833333333333 ,
    'label': ' NGC 4603 ',
    'colour': ' rgb(255,0,0) '});"
"4606","NGC 4606","Galaxy","11.9",45.966,"Virgo","12h40m","+11°54'","",11.9,190,"planetarium.addPointer({
    'ra':  190 ,
    'dec':  11.9 ,
    'label': ' NGC 4606 ',
    'colour': ' rgb(255,0,0) '});"
"4607","NGC 4607","Galaxy","12.8",63.896,"Virgo","12h41m","+11°53'","",11.8833333333333,190.25,"planetarium.addPointer({
    'ra':  190.25 ,
    'dec':  11.8833333333333 ,
    'label': ' NGC 4607 ',
    'colour': ' rgb(255,0,0) '});"
"4608","NGC 4608","Galaxy","11.1",53.464,"Virgo","12h41m","+10°09'","",10.15,190.25,"planetarium.addPointer({
    'ra':  190.25 ,
    'dec':  10.15 ,
    'label': ' NGC 4608 ',
    'colour': ' rgb(255,0,0) '});"
"4611","NGC 4611","Galaxy","15.0",320.947,"Coma Berenices","12h41m","+13°43'","",13.7166666666667,190.25,"planetarium.addPointer({
    'ra':  190.25 ,
    'dec':  13.7166666666667 ,
    'label': ' NGC 4611 ',
    'colour': ' rgb(255,0,0) '});"
"4612","NGC 4612","Galaxy","12.1",54.442,"Virgo","12h41m","+07°18'","",7.3,190.25,"planetarium.addPointer({
    'ra':  190.25 ,
    'dec':  7.3 ,
    'label': ' NGC 4612 ',
    'colour': ' rgb(255,0,0) '});"
"4616","NGC 4616","Galaxy","13.3",140.506,"Centaurus","12h42m","-40°38'","",-39.3666666666667,190.5,"planetarium.addPointer({
    'ra':  190.5 ,
    'dec':  -39.3666666666667 ,
    'label': ' NGC 4616 ',
    'colour': ' rgb(255,0,0) '});"
"4618","NGC 4618","Galaxy","10.8",23.798,"Canes Venatici","12h41m","+41°09'","Arp 23",41.15,190.25,"planetarium.addPointer({
    'ra':  190.25 ,
    'dec':  41.15 ,
    'label': ' NGC 4618 ',
    'colour': ' rgb(255,0,0) '});"
"4619","NGC 4619","Galaxy","13.5",325.674,"Canes Venatici","12h41m","+35°03'","",35.05,190.25,"planetarium.addPointer({
    'ra':  190.25 ,
    'dec':  35.05 ,
    'label': ' NGC 4619 ',
    'colour': ' rgb(255,0,0) '});"
"4620","NGC 4620","Galaxy","13.4",69.601,"Virgo","12h41m","+12°56'","",12.9333333333333,190.25,"planetarium.addPointer({
    'ra':  190.25 ,
    'dec':  12.9333333333333 ,
    'label': ' NGC 4620 ',
    'colour': ' rgb(255,0,0) '});"
"4621","NGC 4621","Galaxy","9.6",59.969982,"Virgo","12h42m","+11°38'","M 59",11.6333333333333,190.5,"planetarium.addPointer({
    'ra':  190.5 ,
    'dec':  11.6333333333333 ,
    'label': ' NGC 4621 ',
    'colour': ' rgb(255,0,0) '});"
"4622","NGC 4622","Galaxy","13.0",165.282,"Centaurus","12h43m","-40°43'","",-39.2833333333333,190.75,"planetarium.addPointer({
    'ra':  190.75 ,
    'dec':  -39.2833333333333 ,
    'label': ' NGC 4622 ',
    'colour': ' rgb(255,0,0) '});"
"4623","NGC 4623","Galaxy","13.1",54.768,"Virgo","12h42m","+07°40'","",7.66666666666667,190.5,"planetarium.addPointer({
    'ra':  190.5 ,
    'dec':  7.66666666666667 ,
    'label': ' NGC 4623 ',
    'colour': ' rgb(255,0,0) '});"
"4628","NGC 4628","Galaxy","14.5",143.114,"Virgo","12h42m","-06°58'","Mrk 1333",-5.03333333333333,190.5,"planetarium.addPointer({
    'ra':  190.5 ,
    'dec':  -5.03333333333333 ,
    'label': ' NGC 4628 ',
    'colour': ' rgb(255,0,0) '});"
"4629","NGC 4629","Galaxy","13.9",87.205,"Virgo","12h42m","-01°21'","",-0.65,190.5,"planetarium.addPointer({
    'ra':  190.5 ,
    'dec':  -0.65 ,
    'label': ' NGC 4629 ',
    'colour': ' rgb(255,0,0) '});"
"4630","NGC 4630","Galaxy","13.0",53.464,"Virgo","12h42m","+03°57'","",3.95,190.5,"planetarium.addPointer({
    'ra':  190.5 ,
    'dec':  3.95 ,
    'label': ' NGC 4630 ',
    'colour': ' rgb(255,0,0) '});"
"4631","NGC 4631","Galaxy","9.3",20.5706,"Canes Venatici","12h42m","+32°32'","Whale Galaxy, Herring Galaxy, C 32",32.5333333333333,190.5,"planetarium.addPointer({
    'ra':  190.5 ,
    'dec':  32.5333333333333 ,
    'label': ' NGC 4631 ',
    'colour': ' rgb(255,0,0) '});"
"4632","NGC 4632","Galaxy","11.9",52.323,"Virgo","12h42m","-00°04'","",0.0666666666666667,190.5,"planetarium.addPointer({
    'ra':  190.5 ,
    'dec':  0.0666666666666667 ,
    'label': ' NGC 4632 ',
    'colour': ' rgb(255,0,0) '});"
"4633","NGC 4633","Galaxy","13.1",69.112,"Coma Berenices","12h42m","+14°21'","",14.35,190.5,"planetarium.addPointer({
    'ra':  190.5 ,
    'dec':  14.35 ,
    'label': ' NGC 4633 ',
    'colour': ' rgb(255,0,0) '});"
"4635","NGC 4635","Galaxy","13.0",60.147,"Coma Berenices","12h42m","+19°56'","",19.9333333333333,190.5,"planetarium.addPointer({
    'ra':  190.5 ,
    'dec':  19.9333333333333 ,
    'label': ' NGC 4635 ',
    'colour': ' rgb(255,0,0) '});"
"4638","NGC 4638","Galaxy","11.1",54.116,"Virgo","12h42m","+11°26'","",11.4333333333333,190.5,"planetarium.addPointer({
    'ra':  190.5 ,
    'dec':  11.4333333333333 ,
    'label': ' NGC 4638 ',
    'colour': ' rgb(255,0,0) '});"
"4641","NGC 4641","Galaxy","13.7",27.6448,"Virgo","12h43m","+12°03'","",12.05,190.75,"planetarium.addPointer({
    'ra':  190.75 ,
    'dec':  12.05 ,
    'label': ' NGC 4641 ',
    'colour': ' rgb(255,0,0) '});"
"4642","NGC 4642","Galaxy","13.8",136.594,"Virgo","12h43m","-00°38'","",0.633333333333333,190.75,"planetarium.addPointer({
    'ra':  190.75 ,
    'dec':  0.633333333333333 ,
    'label': ' NGC 4642 ',
    'colour': ' rgb(255,0,0) '});"
"4643","NGC 4643","Galaxy","10.7",83.782,"Virgo","12h43m","+01°58'","",1.96666666666667,190.75,"planetarium.addPointer({
    'ra':  190.75 ,
    'dec':  1.96666666666667 ,
    'label': ' NGC 4643 ',
    'colour': ' rgb(255,0,0) '});"
"4644","NGC 4644","Galaxy","13.8",284.924,"Ursa Major","12h42m","+55°08'","",55.1333333333333,190.5,"planetarium.addPointer({
    'ra':  190.5 ,
    'dec':  55.1333333333333 ,
    'label': ' NGC 4644 ',
    'colour': ' rgb(255,0,0) '});"
"4645","NGC 4645","Galaxy","13.0",148.004,"Centaurus","12h43m","-41°21'","",-40.65,190.75,"planetarium.addPointer({
    'ra':  190.75 ,
    'dec':  -40.65 ,
    'label': ' NGC 4645 ',
    'colour': ' rgb(255,0,0) '});"
"4646","NGC 4646","Galaxy","13.3",251.346,"Ursa Major","12h42m","+54°51'","",54.85,190.5,"planetarium.addPointer({
    'ra':  190.5 ,
    'dec':  54.85 ,
    'label': ' NGC 4646 ',
    'colour': ' rgb(255,0,0) '});"
"4648","NGC 4648","Galaxy","12.0",135.779,"Draco","12h41m","+74°25'","",74.4166666666667,190.25,"planetarium.addPointer({
    'ra':  190.25 ,
    'dec':  74.4166666666667 ,
    'label': ' NGC 4648 ',
    'colour': ' rgb(255,0,0) '});"
"4649","NGC 4649","Galaxy","8.8",59.969982,"Virgo","12h43m","+11°33'","M 60",11.55,190.75,"planetarium.addPointer({
    'ra':  190.75 ,
    'dec':  11.55 ,
    'label': ' NGC 4649 ',
    'colour': ' rgb(255,0,0) '});"
"4650","NGC 4650","Galaxy","13.6",151.264,"Centaurus","12h44m","-40°42'","",-39.3,191,"planetarium.addPointer({
    'ra':  191 ,
    'dec':  -39.3 ,
    'label': ' NGC 4650 ',
    'colour': ' rgb(255,0,0) '});"
"4653","NGC 4653","Galaxy","12.4",131.052,"Virgo","12h43m","-00°33'","",0.55,190.75,"planetarium.addPointer({
    'ra':  190.75 ,
    'dec':  0.55 ,
    'label': ' NGC 4653 ',
    'colour': ' rgb(255,0,0) '});"
"4655","NGC 4655","Galaxy","14.8",294.704,"Canes Venatici","12h43m","+41°01'","",41.0166666666667,190.75,"planetarium.addPointer({
    'ra':  190.75 ,
    'dec':  41.0166666666667 ,
    'label': ' NGC 4655 ',
    'colour': ' rgb(255,0,0) '});"
"4658","NGC 4658","Galaxy","12.4",95.518,"Virgo","12h44m","-10°04'","",-9.93333333333333,191,"planetarium.addPointer({
    'ra':  191 ,
    'dec':  -9.93333333333333 ,
    'label': ' NGC 4658 ',
    'colour': ' rgb(255,0,0) '});"
"4661","NGC 4661","Galaxy","14.7",139.039,"Centaurus","12h45m","-40°49'","",-39.1833333333333,191.25,"planetarium.addPointer({
    'ra':  191.25 ,
    'dec':  -39.1833333333333 ,
    'label': ' NGC 4661 ',
    'colour': ' rgb(255,0,0) '});"
"4662","NGC 4662","Galaxy","12.8",228.852,"Canes Venatici","12h44m","+37°07'","",37.1166666666667,191,"planetarium.addPointer({
    'ra':  191 ,
    'dec':  37.1166666666667 ,
    'label': ' NGC 4662 ',
    'colour': ' rgb(255,0,0) '});"
"4664","NGC 4664","Galaxy","10.5",58.354,"Virgo","12h45m","+03°03'","",3.05,191.25,"planetarium.addPointer({
    'ra':  191.25 ,
    'dec':  3.05 ,
    'label': ' NGC 4664 ',
    'colour': ' rgb(255,0,0) '});"
"4668","NGC 4668","Galaxy","13.1",54.768,"Virgo","12h45m","-00°32'","",0.533333333333333,191.25,"planetarium.addPointer({
    'ra':  191.25 ,
    'dec':  0.533333333333333 ,
    'label': ' NGC 4668 ',
    'colour': ' rgb(255,0,0) '});"
"4672","NGC 4672","Galaxy","14.2",172.78,"Centaurus","12h46m","-41°42'","",-40.3,191.5,"planetarium.addPointer({
    'ra':  191.5 ,
    'dec':  -40.3 ,
    'label': ' NGC 4672 ',
    'colour': ' rgb(255,0,0) '});"
"4673","NGC 4673","Galaxy","14.8",212.552,"Coma Berenices","12h45m","+27°03'","",27.05,191.25,"planetarium.addPointer({
    'ra':  191.25 ,
    'dec':  27.05 ,
    'label': ' NGC 4673 ',
    'colour': ' rgb(255,0,0) '});"
"4675","NGC 4675","Galaxy","14.8",255.258,"Ursa Major","12h45m","+54°44'","",54.7333333333333,191.25,"planetarium.addPointer({
    'ra':  191.25 ,
    'dec':  54.7333333333333 ,
    'label': ' NGC 4675 ',
    'colour': ' rgb(255,0,0) '});"
"4677","NGC 4677","Galaxy","12.8",151.264,"Centaurus","12h46m","-41°34'","",-40.4333333333333,191.5,"planetarium.addPointer({
    'ra':  191.5 ,
    'dec':  -40.4333333333333 ,
    'label': ' NGC 4677 ',
    'colour': ' rgb(255,0,0) '});"
"4678","NGC 4678","Galaxy","14.3",40.098,"Virgo","12h49m","-04°34'","",-3.43333333333333,192.25,"planetarium.addPointer({
    'ra':  192.25 ,
    'dec':  -3.43333333333333 ,
    'label': ' NGC 4678 ',
    'colour': ' rgb(255,0,0) '});"
"4679","NGC 4679","Galaxy","13.5",216.138,"Centaurus","12h47m","-39°34'","",-38.4333333333333,191.75,"planetarium.addPointer({
    'ra':  191.75 ,
    'dec':  -38.4333333333333 ,
    'label': ' NGC 4679 ',
    'colour': ' rgb(255,0,0) '});"
"4680","NGC 4680","Galaxy","13.2",117.034,"Virgo","12h46m","-11°38'","",-10.3666666666667,191.5,"planetarium.addPointer({
    'ra':  191.5 ,
    'dec':  -10.3666666666667 ,
    'label': ' NGC 4680 ',
    'colour': ' rgb(255,0,0) '});"
"4683","NGC 4683","Galaxy","12.8",135.29,"Centaurus","12h47m","-41°31'","",-40.4833333333333,191.75,"planetarium.addPointer({
    'ra':  191.75 ,
    'dec':  -40.4833333333333 ,
    'label': ' NGC 4683 ',
    'colour': ' rgb(255,0,0) '});"
"4684","NGC 4684","Galaxy","11.6",45.314,"Virgo","12h47m","-02°43'","",-1.28333333333333,191.75,"planetarium.addPointer({
    'ra':  191.75 ,
    'dec':  -1.28333333333333 ,
    'label': ' NGC 4684 ',
    'colour': ' rgb(255,0,0) '});"
"4687","NGC 4687","Galaxy","14.3",110.188,"Canes Venatici","12h47m","+35°21'","Mrk 442",35.35,191.75,"planetarium.addPointer({
    'ra':  191.75 ,
    'dec':  35.35 ,
    'label': ' NGC 4687 ',
    'colour': ' rgb(255,0,0) '});"
"4692","NGC 4692","Galaxy","12.7",338.877,"Coma Berenices","12h47m","+27°13'","",27.2166666666667,191.75,"planetarium.addPointer({
    'ra':  191.75 ,
    'dec':  27.2166666666667 ,
    'label': ' NGC 4692 ',
    'colour': ' rgb(255,0,0) '});"
"4693","NGC 4693","Galaxy","13.9",99.43,"Draco","12h47m","+71°10'","",71.1666666666667,191.75,"planetarium.addPointer({
    'ra':  191.75 ,
    'dec':  71.1666666666667 ,
    'label': ' NGC 4693 ',
    'colour': ' rgb(255,0,0) '});"
"4694","NGC 4694","Galaxy","12.5",31.9806,"Virgo","12h48m","+10°59'","",10.9833333333333,192,"planetarium.addPointer({
    'ra':  192 ,
    'dec':  10.9833333333333 ,
    'label': ' NGC 4694 ',
    'colour': ' rgb(255,0,0) '});"
"4699","NGC 4699","Galaxy","9.5",66.504,"Virgo","12h49m","-08°39'","",-7.35,192.25,"planetarium.addPointer({
    'ra':  192.25 ,
    'dec':  -7.35 ,
    'label': ' NGC 4699 ',
    'colour': ' rgb(255,0,0) '});"
"4700","NGC 4700","Galaxy","12.2",23.7002,"Virgo","12h49m","-11°24'","",-10.6,192.25,"planetarium.addPointer({
    'ra':  192.25 ,
    'dec':  -10.6 ,
    'label': ' NGC 4700 ',
    'colour': ' rgb(255,0,0) '});"
"4703","NGC 4703","Galaxy","13.6",208.314,"Virgo","12h49m","-09°06'","",-8.9,192.25,"planetarium.addPointer({
    'ra':  192.25 ,
    'dec':  -8.9 ,
    'label': ' NGC 4703 ',
    'colour': ' rgb(255,0,0) '});"
"4704","NGC 4704","Galaxy","13.7",342.3,"Canes Venatici","12h48m","+41°55'","",41.9166666666667,192,"planetarium.addPointer({
    'ra':  192 ,
    'dec':  41.9166666666667 ,
    'label': ' NGC 4704 ',
    'colour': ' rgb(255,0,0) '});"
"4705","NGC 4705","Galaxy","12.6",143.766,"Virgo","12h49m","-05°11'","",-4.81666666666667,192.25,"planetarium.addPointer({
    'ra':  192.25 ,
    'dec':  -4.81666666666667 ,
    'label': ' NGC 4705 ',
    'colour': ' rgb(255,0,0) '});"
"4706","NGC 4706","Galaxy","12.9",156.969,"Centaurus","12h49m","-41°16'","",-40.7333333333333,192.25,"planetarium.addPointer({
    'ra':  192.25 ,
    'dec':  -40.7333333333333 ,
    'label': ' NGC 4706 ',
    'colour': ' rgb(255,0,0) '});"
"4707","NGC 4707","Galaxy","13.0",21.2878,"Canes Venatici","12h48m","+51°09'","",51.15,192,"planetarium.addPointer({
    'ra':  192 ,
    'dec':  51.15 ,
    'label': ' NGC 4707 ',
    'colour': ' rgb(255,0,0) '});"
"4708","NGC 4708","Galaxy","13.9",193.644,"Virgo","12h49m","-11°05'","",-10.9166666666667,192.25,"planetarium.addPointer({
    'ra':  192.25 ,
    'dec':  -10.9166666666667 ,
    'label': ' NGC 4708 ',
    'colour': ' rgb(255,0,0) '});"
"4709","NGC 4709","Galaxy","11.1",122.739,"Centaurus","12h50m","-41°22'","",-40.6333333333333,192.5,"planetarium.addPointer({
    'ra':  192.5 ,
    'dec':  -40.6333333333333 ,
    'label': ' NGC 4709 ',
    'colour': ' rgb(255,0,0) '});"
"4710","NGC 4710","Galaxy","10.7",54.768,"Coma Berenices","12h49m","+15°09'","",15.15,192.25,"planetarium.addPointer({
    'ra':  192.25 ,
    'dec':  15.15 ,
    'label': ' NGC 4710 ',
    'colour': ' rgb(255,0,0) '});"
"4711","NGC 4711","Galaxy","14.3",202.446,"Canes Venatici","12h48m","+35°19'","",35.3166666666667,192,"planetarium.addPointer({
    'ra':  192 ,
    'dec':  35.3166666666667 ,
    'label': ' NGC 4711 ',
    'colour': ' rgb(255,0,0) '});"
"4712","NGC 4712","Galaxy","13.0",216.79,"Coma Berenices","12h49m","+25°28'","",25.4666666666667,192.25,"planetarium.addPointer({
    'ra':  192.25 ,
    'dec':  25.4666666666667 ,
    'label': ' NGC 4712 ',
    'colour': ' rgb(255,0,0) '});"
"4715","NGC 4715","Galaxy","15.1",386.31,"Coma Berenices","12h49m","+27°49'","",27.8166666666667,192.25,"planetarium.addPointer({
    'ra':  192.25 ,
    'dec':  27.8166666666667 ,
    'label': ' NGC 4715 ',
    'colour': ' rgb(255,0,0) '});"
"4718","NGC 4718","Galaxy","14.3",206.032,"Virgo","12h50m","-05°16'","",-4.73333333333333,192.5,"planetarium.addPointer({
    'ra':  192.5 ,
    'dec':  -4.73333333333333 ,
    'label': ' NGC 4718 ',
    'colour': ' rgb(255,0,0) '});"
"4720","NGC 4720","Galaxy","14.2",65.852,"Virgo","12h50m","-04°09'","",-3.85,192.5,"planetarium.addPointer({
    'ra':  192.5 ,
    'dec':  -3.85 ,
    'label': ' NGC 4720 ',
    'colour': ' rgb(255,0,0) '});"
"4722","NGC 4722","Galaxy","13.7",89.161,"Corvus","12h51m","-13°19'","",-12.6833333333333,192.75,"planetarium.addPointer({
    'ra':  192.75 ,
    'dec':  -12.6833333333333 ,
    'label': ' NGC 4722 ',
    'colour': ' rgb(255,0,0) '});"
"4723","NGC 4723","Galaxy","15.4",52.975,"Corvus","12h51m","-13°14'","",-12.7666666666667,192.75,"planetarium.addPointer({
    'ra':  192.75 ,
    'dec':  -12.7666666666667 ,
    'label': ' NGC 4723 ',
    'colour': ' rgb(255,0,0) '});"
"4729","NGC 4729","Galaxy","12.5",125.836,"Centaurus","12h51m","-41°07'","",-40.8833333333333,192.75,"planetarium.addPointer({
    'ra':  192.75 ,
    'dec':  -40.8833333333333 ,
    'label': ' NGC 4729 ',
    'colour': ' rgb(255,0,0) '});"
"4730","NGC 4730","Galaxy","14.0",157.295,"Centaurus","12h52m","-41°08'","",-40.8666666666667,193,"planetarium.addPointer({
    'ra':  193 ,
    'dec':  -40.8666666666667 ,
    'label': ' NGC 4730 ',
    'colour': ' rgb(255,0,0) '});"
"4732","NGC 4732","Galaxy","14.9",394.46,"Ursa Major","12h50m","+52°51'","",52.85,192.5,"planetarium.addPointer({
    'ra':  192.5 ,
    'dec':  52.85 ,
    'label': ' NGC 4732 ',
    'colour': ' rgb(255,0,0) '});"
"4733","NGC 4733","Galaxy","11.8",46.455,"Virgo","12h51m","+10°54'","",10.9,192.75,"planetarium.addPointer({
    'ra':  192.75 ,
    'dec':  10.9 ,
    'label': ' NGC 4733 ',
    'colour': ' rgb(255,0,0) '});"
"4736","NGC 4736","Galaxy","8.2",14.492656,"Canes Venatici","12h50m","+41°07'","M 94",41.1166666666667,192.5,"planetarium.addPointer({
    'ra':  192.5 ,
    'dec':  41.1166666666667 ,
    'label': ' NGC 4736 ',
    'colour': ' rgb(255,0,0) '});"
"4737","NGC 4737","Galaxy","14.8",368.38,"Canes Venatici","12h50m","+34°09'","",34.15,192.5,"planetarium.addPointer({
    'ra':  192.5 ,
    'dec':  34.15 ,
    'label': ' NGC 4737 ',
    'colour': ' rgb(255,0,0) '});"
"4738","NGC 4738","Galaxy","13.4",246.293,"Coma Berenices","12h51m","+28°47'","",28.7833333333333,192.75,"planetarium.addPointer({
    'ra':  192.75 ,
    'dec':  28.7833333333333 ,
    'label': ' NGC 4738 ',
    'colour': ' rgb(255,0,0) '});"
"4739","NGC 4739","Galaxy","14.2",170.824,"Virgo","12h51m","-08°24'","",-7.6,192.75,"planetarium.addPointer({
    'ra':  192.75 ,
    'dec':  -7.6 ,
    'label': ' NGC 4739 ',
    'colour': ' rgb(255,0,0) '});"
"4741","NGC 4741","Galaxy","14.4",358.6,"Canes Venatici","12h50m","+47°40'","",47.6666666666667,192.5,"planetarium.addPointer({
    'ra':  192.5 ,
    'dec':  47.6666666666667 ,
    'label': ' NGC 4741 ',
    'colour': ' rgb(255,0,0) '});"
"4742","NGC 4742","Galaxy","11.2",50.53,"Virgo","12h51m","-10°27'","",-9.55,192.75,"planetarium.addPointer({
    'ra':  192.75 ,
    'dec':  -9.55 ,
    'label': ' NGC 4742 ',
    'colour': ' rgb(255,0,0) '});"
